Date,EWU,^FTAS,^FTMC,^FTSE,UK_CPI,UK_Ind_Production,UK_GDP,UK_CPI_YoY,UK_Ind_Prod_YoY,UK_GDP_QoQ,UK_GDP_YoY,Is_Holiday
2011-09-12,0.0006474607511928188,-0.016412129698978317,-0.01651009510887602,-0.016319269463035746,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-13,0.0006471515781345527,0.007858398424872126,0.002734410266788556,0.008714072477438162,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-14,0.01681769170270897,0.009888085115405065,0.009669345529171425,0.010184990685069728,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-15,0.01844775191992154,0.020999683016172277,0.021389132301949054,0.021140233403481812,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-16,0.000624515473546694,0.006213696076925901,0.01008326051435704,0.005789208870023321,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-19,-0.02746544734918599,-0.019937852081639562,-0.019102068581502762,-0.02026671013089021,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-20,0.010269442104875903,0.017924288706557157,0.007781758664092253,0.019792397848391152,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-21,-0.03684841025402341,-0.012560136238035757,-0.0041324341801245446,-0.014038870598054198,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-22,-0.037599079251879886,-0.044898703054364275,-0.03679136911284819,-0.04666814334107405,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-23,0.008224499547454966,0.0030277892719816624,-0.007362216571648594,0.004998354995066956,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-26,0.02379367242838426,0.0039893644209956225,0.0024145683166929555,0.004460428382297987,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
2011-09-27,0.023240240624715414,0.038320986804079915,0.029260448852301835,0.04022089032898202,94.5,91.10058,418119.0,0.04535398230088483,-0.030269038486471556,0.0,0.009851705149261036,False
